"","Fire_ID","mtbs_cast_id","modis_id","n","mtbs_acres","mtbs_hectares","mtbs_year","modis_ha","modis_acres","west_or_east"
"15226","KS3856909602220150407","KS3856909602220150407","NA",0,4310.15773335535,1744.26592753535,2015,NA,NA,"e"
"15227","KS3857509682620150422","KS3857509682620150422","NA",0,1979.42482282331,801.048009878886,2015,NA,NA,"e"
"15228","KS3857809671520150422","KS3857809671520150422","201501473",1,5510.63481022575,2230.08370765222,2015,1350.5247,3337.2192105,"e"
"15229","KS3859209594120150430","KS3859209594120150430","201501467",1,6853.79655234813,2773.64415413482,2015,1264.7771,3125.3322765,"e"
"15230","KS3860909678720150422","KS3860909678720150422","NA",0,1968.16669741829,796.491989944872,2015,NA,NA,"e"
"15231","KS3862309630120150407","KS3862309630120150407","NA",0,1031.71926061999,417.523641688275,2015,NA,NA,"e"
"15232","KS3862309630120150407","KS3862309630120150407_11980","NA",0,3557.90477991066,1439.83874023611,2015,NA,NA,"e"
"15233","KS3862809648220150422","KS3862809648220150422","NA",0,1665.90271853579,674.169608235756,2015,NA,NA,"e"
"15234","KS3863909639720150330","KS3863909639720150330","201501466",1,2544.99310550796,1029.9262890999,2015,150.0583,370.8021345,"e"
"15235","KS3864609605820150430","KS3864609605820150430","201501449",1,2164.95400852231,876.129307872641,2015,214.369,529.717335,"e"
"15236","KS3864609783120150421","KS3864609783120150421","201501465",1,1446.25858264581,585.282424490491,2015,450.1749,1112.4064035,"w"
"15237","KS3867309625020150321","KS3867309625020150321","201501449 201501459 201501462 201501463",4,4232.54651605199,1712.85765658295,2015,364.4273,900.5194695,"e"
"15238","KS3868309608420150407","KS3868309608420150407","201501449",1,1565.06823318048,633.363176544237,2015,342.9904,847.547736,"e"
"15239","KS3870009624020150330","KS3870009624020150330","201501449",1,1704.38976867988,689.744827142051,2015,578.7963,1430.2368045,"e"
"15240","KS3870309640920150407","KS3870309640920150407","NA",0,3206.85067276756,1297.77161515799,2015,NA,NA,"e"
"15241","KS3871809788320150328","KS3871809788320150328","NA",0,1916.46227077495,775.567867145655,2015,NA,NA,"w"
"15242","KS3872009784320150123","KS3872009784320150123","201501452",1,1002.6621138438,405.76458454731,2015,278.6797,688.6325355,"w"
"15243","KS3872209618920150422","KS3872209618920150422","201501449",1,16836.4100076879,6813.4806508725,2015,4437.4383,10965.1488345,"e"
"15244","KS3872809647220150422","KS3872809647220150422","NA",0,1111.81725470564,449.938279525383,2015,NA,NA,"e"
"15245","KS3874509613920150407","KS3874509613920150407","201501449",1,7827.66744705,3167.7572990671,2015,814.6022,2012.925873,"e"
"15246","KS3875209605020150407","KS3875209605020150407","201501450",1,2344.92819377933,948.962567952749,2015,535.9225,1324.2933375,"e"
"15247","KS3876409609920150330","KS3876409609920150330","NA",0,2980.8544090093,1206.31380618426,2015,NA,NA,"e"
"15248","KS3881209615220150407","KS3881209615220150407","201501445",1,3586.70391551798,1451.49338354384,2015,42.8738,105.943467,"e"
"15249","KS3883709621920150422","KS3883709621920150422","NA",0,3749.00370085921,1517.17403913243,2015,NA,NA,"e"
"15250","KS3885409687820150422","KS3885409687820150422","201501438",1,1516.58797709165,613.743834495678,2015,107.1845,264.8586675,"e"
"15251","KS3890909651420150330","KS3890909651420150330","NA",0,2013.14329020926,814.69344409,2015,NA,NA,"e"
"15252","KS3891309603920150422","KS3891309603920150422","NA",0,2301.66551310319,931.454712206947,2015,NA,NA,"e"
"15253","KS3891509597320150422","KS3891509597320150422","NA",0,1830.54412055328,740.797886263343,2015,NA,NA,"e"
"15254","KS3891909672420150422","KS3891909672420150422","201501424",1,2027.0857853299,820.3357942517,2015,471.6118,1165.378137,"e"
"15255","KS3892409637620150217","KS3892409637620150217","201501422",1,2375.26897460331,961.241095440624,2015,450.1749,1112.4064035,"e"
"15256","KS3892909632420150407","KS3892909632420150407","201501418",1,10514.50756213,4255.08726594996,2015,728.8546,1801.038939,"e"
"15257","KS3895809613320150407","KS3895809613320150407","NA",0,2716.93715185464,1099.50985425903,2015,NA,NA,"e"
"15258","KS3896909605520150422","KS3896909605520150422","NA",0,1017.25546770189,411.670328948758,2015,NA,NA,"e"
"15259","KS3897609622620150422","KS3897609622620150422","201501412",1,5381.21009746302,2177.70717514018,2015,557.3594,1377.265071,"e"
"15260","KS3899609637320150407","KS3899609637320150407","201501404",1,2606.21781877641,1054.70315061725,2015,192.9321,476.7456015,"e"
"15261","KS3899809608020150330","KS3899809608020150330","201501405",1,2993.42861077697,1211.40242545672,2015,42.8738,105.943467,"e"
"15262","KS3899909670920150422","KS3899909670920150422","NA",0,2695.69437303371,1090.91317228222,2015,NA,NA,"e"
"15263","KS3900009647620150422","KS3900009647620150422","NA",0,1531.71452907621,619.865357386497,2015,NA,NA,"e"
"15264","KS3900409602220150330","KS3900409602220150330","NA",0,3442.3280005165,1393.06628994934,2015,NA,NA,"e"
"15265","KS3900609642220150407","KS3900609642220150407","201501404",1,1237.43020908607,500.77224197814,2015,42.8738,105.943467,"e"
"15266","KS3901109622320150407","KS3901109622320150407","201501400",1,1092.22585772491,442.009890742335,2015,64.3107,158.9152005,"e"
"15267","KS3901309619320150322","KS3901309619320150322","201501400",1,1531.930849783,619.952899620819,2015,600.2332,1483.208538,"e"
"15268","KS3903109617420150422","KS3903109617420150422","201501400",1,4882.69255766245,1975.9634774041,2015,600.2332,1483.208538,"e"
"15269","KS3903609612420150407","KS3903609612420150407","NA",0,2776.94091782536,1123.79261395865,2015,NA,NA,"e"
"15270","KS3904909606520150422","KS3904909606520150422","NA",0,2285.65184581905,924.974185055364,2015,NA,NA,"e"
"15271","KS3904909643520150321","KS3904909643520150321","NA",0,7472.35606500566,3023.96730906992,2015,NA,NA,"e"
"15272","KS3907509598020150422","KS3907509598020150422","201501389",1,3292.92643746113,1332.60538060922,2015,150.0583,370.8021345,"e"
"15273","KS3909209657120150321","KS3909209657120150321","201501388 201501390",2,5296.71285305068,2143.51221673797,2015,621.6701,1536.1802715,"e"
"15274","KS3909909621120150422","KS3909909621120150422","NA",0,2341.02274525681,947.382082687239,2015,NA,NA,"e"
"15275","KS3910409607920150330","KS3910409607920150330","201501389",1,7538.59307316945,3050.77258247972,2015,1693.5151,4184.7669465,"e"
"15276","KS3912509639820150330","KS3912509639820150330","201501386",1,3210.37072592734,1299.19613582975,2015,364.4273,900.5194695,"e"
"15277","KS3915009673220150225","KS3915009673220150225","201501363",1,1071.71002201258,433.707393381046,2015,321.5535,794.5760025,"e"
"15278","KS3915709685920150225","KS3915709685920150225","201501363",1,1556.25481957537,629.796500332435,2015,257.2428,635.660802,"e"
"15279","KS3917709669520150422","KS3917709669520150422","201501363 201501373 201501377",3,2569.00643766154,1039.64417871631,2015,857.476,2118.86934,"e"
"15280","KS3918009678420151015","KS3918009678420151015","201501363 201501372 201501377 201501373 201501376",5,7235.62369832754,2928.16473601188,2015,3172.6612,7839.816558,"e"
"15281","KS3920409689320150225","KS3920409689320150225","201501363 201501375",2,1983.20309553302,802.577028713039,2015,450.1749,1112.4064035,"e"
"15282","KS3921009679820150422","KS3921009679820150422","201501363 201501372",2,1093.50301498772,442.526740016873,2015,85.7476,211.886934,"e"
"15283","KS3922109666220150422","KS3922109666220150422","201501366",1,1004.77441118526,406.619404372814,2015,42.8738,105.943467,"e"
"15284","KS3923509685920150225","KS3923509685920150225","201501363 201501351",2,1186.1333589387,480.013060194719,2015,471.6118,1165.378137,"e"
"15285","KS3923709690320150225","KS3923709690320150225","201501363",1,1403.93370848041,568.154087092856,2015,235.8059,582.6890685,"e"
"15286","KS3923909678520150321","KS3923909678520150321","201501351 201501363",2,1709.72128267477,691.90242293756,2015,493.0487,1218.3498705,"e"
"15287","KS3924109662720150321","KS3924109662720150321","201501352",1,3065.06308717874,1240.39198550403,2015,685.9808,1695.095472,"e"
"15288","KS3925409652720150422","KS3925409652720150422","201501353 201501357",2,4710.53479841236,1906.29342535545,2015,214.369,529.717335,"e"
"15289","KS3925509609920150407","KS3925509609920150407","201501359",1,1013.29974651568,410.069498976681,2015,21.4369,52.9717335,"e"
"15290","KS3925509609920150407","KS3925509609920150407_12293","NA",0,315.615004761379,127.725371803416,2015,NA,NA,"e"
"15291","KS3925509609920150407","KS3925509609920150407_12294","NA",0,1704.8776473506,689.942265425002,2015,NA,NA,"e"
"15292","KS3926109682020150124","KS3926109682020150124","201501349 201501351 201501363",3,1351.23678858709,546.828314918754,2015,685.9808,1695.095472,"e"
"15293","KS3926709620620150314","KS3926709620620150314","201501343 201501354",2,2636.49688910337,1066.95670465311,2015,64.3107,158.9152005,"e"
"15294","KS3930709616120150422","KS3930709616120150422","NA",0,2788.96686417571,1128.65936124796,2015,NA,NA,"e"
"15295","KS3931009658720150422","KS3931009658720150422","201501334",1,5292.56315526219,2141.83288690602,2015,321.5535,794.5760025,"e"
"15296","KS3932709619020150422","KS3932709619020150422","NA",0,1810.34940102521,732.62534053112,2015,NA,NA,"e"
"15297","KS3934209640820150422","KS3934209640820150422","NA",0,3340.97655759833,1352.05065211766,2015,NA,NA,"e"
"15298","KS3936709646020150321","KS3936709646020150321","NA",0,1433.66656174077,580.186594040132,2015,NA,NA,"e"
"15299","KS3938309610120150422","KS3938309610120150422","201501323",1,1741.17977514704,704.633274090955,2015,107.1845,264.8586675,"e"
"15300","KS3939509760120150321","KS3939509760120150321","201501317",1,1317.87650991881,533.327835118711,2015,278.6797,688.6325355,"w"
"15301","KS3940009648820150422","KS3940009648820150422","NA",0,1012.65299073906,409.807765152914,2015,NA,NA,"e"
"15302","KS3940809636520150422","KS3940809636520150422","NA",0,1235.08179202872,499.821867511544,2015,NA,NA,"e"
"15303","KS3941609644420150422","KS3941609644420150422","NA",0,1059.5136575549,428.771680054663,2015,NA,NA,"e"
"15304","KS3944509608520150314","KS3944509608520150314","NA",0,1156.76583757931,468.128398413797,2015,NA,NA,"e"
"15305","KS3949909655420150422","KS3949909655420150422","201501300",1,3960.06475278647,1602.587758138,2015,878.9129,2171.8410735,"e"
"15306","KS3953609645720150321","KS3953609645720150321","201501294",1,2067.34313683754,836.627431567934,2015,235.8059,582.6890685,"e"
"15307","KS3965909668120150422","KS3965909668120150422","NA",0,1754.81771898521,710.152376228327,2015,NA,NA,"e"
"15308","KS3973409667120150422","KS3973409667120150422","NA",0,2001.48623979477,809.975984286568,2015,NA,NA,"e"
"15309","KY3676908432020150324","KY3676908432020150324","NA",0,1383.04972381365,559.702604539561,2015,NA,NA,"e"
"15310","KY3679908432920150318","KY3679908432920150318","NA",0,1684.33040708405,681.627059040679,2015,NA,NA,"e"
"15311","KY3681608432620150318","KY3681608432620150318","NA",0,1346.76886804149,545.020204390848,2015,NA,NA,"e"
"15312","KY3689008456020150318","KY3689008456020150318","NA",0,971.794755669551,393.272957913855,2015,NA,NA,"e"
"15313","LA2996009306920151019","LA2996009306920151019","NA",0,237.675638206685,96.1843030293018,2015,NA,NA,"e"
"15314","LA2996009306920151019","LA2996009306920151019_13124","NA",0,435.628341737891,176.293240426401,2015,NA,NA,"e"
"15315","LA2997009290320151017","LA2997009290320151017","NA",0,1790.02424238646,724.400007752469,2015,NA,NA,"e"
"15316","LA2997009290320151017","LA2997009290320151017_13128","NA",0,317.065638487142,128.312424792591,2015,NA,NA,"e"
"15317","LA2997009290320151017","LA2997009290320151017_13129","NA",0,309.311478957156,125.174415211141,2015,NA,NA,"e"
"15318","LA3097609314220150208","LA3097609314220150208","NA",0,289.127399616289,117.006175427133,2015,NA,NA,"e"
"15319","LA3097609314220150208","LA3097609314220150208_13195","NA",0,1063.0634755774,430.208246187189,2015,NA,NA,"e"
"15320","LA3100009311820150117","LA3100009311820150117","NA",0,1599.71338429671,647.38362785596,2015,NA,NA,"e"
"15321","LA3101009292420150409","LA3101009292420150409","NA",0,931.606770846716,377.009392411298,2015,NA,NA,"e"
"15322","LA3101809313220150209","LA3101809313220150209","201503666",1,1485.4285271516,601.134002045567,2015,471.6118,1165.378137,"e"
"15323","LA3102109313720150327","LA3102109313720150327","NA",0,650.013153128146,263.052042545229,2015,NA,NA,"e"
"15324","LA3102909314820150329","LA3102909314820150329","201503666",1,1428.69236607657,578.173600421169,2015,21.4369,52.9717335,"e"
"15325","LA3103009292720150325","LA3103009292720150325","NA",0,1427.72004560379,577.780114712238,2015,NA,NA,"e"
"15326","LA3103709308920150328","LA3103709308920150328","201503642",1,752.343836176206,304.463966382921,2015,42.8738,105.943467,"e"
"15327","LA3104909309620150328","LA3104909309620150328","NA",0,663.733451893187,268.604472672383,2015,NA,NA,"e"
"15328","LA3105509315320150329","LA3105509315320150329","201503647 201503666",2,876.94889054462,354.890044540463,2015,107.1845,264.8586675,"e"
"15329","LA3106009294020150409","LA3106009294020150409","201503657 201503620",2,967.712840513369,391.621058849716,2015,64.3107,158.9152005,"e"
"15330","LA3106309316720150329","LA3106309316720150329","201503647",1,751.664423648801,304.189016788125,2015,42.8738,105.943467,"e"
"15331","LA3110509261420150503","LA3110509261420150503","201503619",1,713.709818174545,288.82927145689,2015,171.4952,423.773868,"e"
"15332","LA3111709262320150220","LA3111709262320150220","201503619",1,636.45051253858,257.563414673281,2015,85.7476,211.886934,"e"
"15333","LA3112609259020150421","LA3112609259020150421","NA",0,1380.36948795424,558.617947230814,2015,NA,NA,"e"
"15334","LA3113109261720150220","LA3113109261720150220","201503606",1,1127.6475520579,456.344599201489,2015,128.6214,317.830401,"e"
"15335","LA3113409265020150207","LA3113409265020150207","201503608",1,1464.20701612835,592.545926875552,2015,42.8738,105.943467,"e"
"15336","LA3114309255620150506","LA3114309255620150506","NA",0,1102.61592608297,446.21461904763,2015,NA,NA,"e"
"15337","LA3114409259520150131","LA3114409259520150131","NA",0,3341.08710492914,1352.09538921418,2015,NA,NA,"e"
"15338","LA3115309253520150121","LA3115309253520150121","NA",0,2537.50854288553,1026.89738195254,2015,NA,NA,"e"
"15339","LA3121109260320150430","LA3121109260320150430","NA",0,547.475846826126,221.556500908836,2015,NA,NA,"e"
"15340","LA3124209261420150505","LA3124209261420150505","201503567 201503568",2,541.639390103836,219.194561224021,2015,42.8738,105.943467,"e"
"15341","LA3125009267120150130","LA3125009267120150130","NA",0,927.90360896446,375.510769972174,2015,NA,NA,"e"
"15342","LA3128609269520150128","LA3128609269520150128","201503541",1,742.660074856819,300.545071538522,2015,235.8059,582.6890685,"e"
"15343","LA3129609268020150128","LA3129609268020150128","201503541",1,818.754398563042,331.339474975884,2015,85.7476,211.886934,"e"
"15344","LA3137809312420150129","LA3137809312420150129","NA",0,623.351820686628,252.262540945196,2015,NA,NA,"e"
"15345","LA3144209235720150430","LA3144209235720150430","NA",0,732.410709934834,296.397284121384,2015,NA,NA,"e"
"15346","LA3144909313620150209","LA3144909313620150209","201503496 201503499",2,1384.81313550799,560.416234788135,2015,150.0583,370.8021345,"e"
"15347","LA3148209301620150813","LA3148209301620150813","201503485",1,807.093352075945,326.620398012774,2015,214.369,529.717335,"e"
"15348","LA3148309237620150214","LA3148309237620150214","201503488 201503494",2,634.0328882367,256.585032916456,2015,107.1845,264.8586675,"e"
"15349","LA3153109318020150119","LA3153109318020150119","201503473",1,2247.65414115358,909.596998030487,2015,214.369,529.717335,"e"
"15350","LA3154009258020150131","LA3154009258020150131","201503454",1,789.879370725334,319.654119049306,2015,300.1166,741.604269,"e"
"15351","LA3155009259020150131","LA3155009259020150131","201503450 201503454",2,842.435476118357,340.922905388975,2015,342.9904,847.547736,"e"
"15352","LA3156109250620150129","LA3156109250620150129","NA",0,1050.73114376622,425.217508604937,2015,NA,NA,"e"
"15353","LA3160109246120150207","LA3160109246120150207","NA",0,2125.20632771459,860.043927795963,2015,NA,NA,"e"
"15354","LA3162309244520150501","LA3162309244520150501","NA",0,2219.01370132546,898.00657688297,2015,NA,NA,"e"
"15355","LA3169109264520150209","LA3169109264520150209","NA",0,526.639458679331,213.124280060839,2015,NA,NA,"e"
"15356","LA3172109254920150330","LA3172109254920150330","NA",0,1560.67090408905,631.583633478567,2015,NA,NA,"e"
"15357","LA3173009253220150208","LA3173009253220150208","NA",0,799.126020895107,323.396120579821,2015,NA,NA,"e"
"15358","LA3175509251720150207","LA3175509251720150207","NA",0,2862.55113631502,1158.43797879177,2015,NA,NA,"e"
"15359","LA3189209277620150121","LA3189209277620150121","NA",0,1192.69723990592,482.66937920479,2015,NA,NA,"e"
"15360","LA3202009295020150209","LA3202009295020150209","NA",0,1839.98238254044,744.617430655408,2015,NA,NA,"e"
"15361","LA3205609310920151017","LA3205609310920151017","201503357 201503362",2,1256.25102633737,508.388786961111,2015,557.3594,1377.265071,"e"
"15362","LA3208309284920150128","LA3208309284920150128","201503344",1,1459.74074598186,590.73848424314,2015,471.6118,1165.378137,"e"
"15363","LA3212709305120150208","LA3212709305120150208","NA",0,1511.97669700928,611.877708189501,2015,NA,NA,"e"
"15364","LA3212909287220150119","LA3212909287220150119","201503344",1,1958.17984032158,792.450436100534,2015,471.6118,1165.378137,"e"
"15365","LA3235609291220151013","LA3235609291220151013","NA",0,711.758206342416,288.039479010035,2015,NA,NA,"e"
"15366","LA3243709322020151013","LA3243709322020151013","201503271",1,679.71746529848,275.072999276957,2015,278.6797,688.6325355,"e"
"15367","MI4439608369220150507","MI4439608369220150507","NA",0,1166.18140320229,471.938757876408,2015,NA,NA,"e"
"15368","MI4443208367620150507","MI4443208367620150507","NA",0,1432.15379593303,579.574396988881,2015,NA,NA,"e"
"15369","MI4444508375620150507","MI4444508375620150507","NA",0,1274.00226094721,515.572485474512,2015,NA,NA,"e"
"15370","MI4464908366720150503","MI4464908366720150503","NA",0,507.533792396788,205.392460303617,2015,NA,NA,"e"
"15371","MN4667809327120150402","MN4667809327120150402","NA",0,2737.85831160996,1107.97638109709,2015,NA,NA,"e"
"15372","MN4806409561420150406","MN4806409561420150406","NA",0,849.268429649118,343.688114637793,2015,NA,NA,"e"
"15373","MN4832309605520150429","MN4832309605520150429","201500098 201500100",2,946.8504560943,383.178317641497,2015,171.4952,423.773868,"e"
"15374","MN4866409545320150415","MN4866409545320150415","NA",0,4432.51087784773,1793.78068645316,2015,NA,NA,"e"
"15375","MN4893209645420150426","MN4893209645420150426","NA",0,330.423848246374,133.71832211175,2015,NA,NA,"e"
"15376","MN4893209645420150426","MN4893209645420150426_13965","NA",0,2591.08899627176,1048.58070887587,2015,NA,NA,"e"
"15377","MO3690409204720150330","MO3690409204720150330","201501820",1,2541.61301308163,1028.558408754,2015,407.3011,1006.4629365,"e"
"15378","MO3714409115920150331","MO3714409115920150331","NA",0,5110.81377739566,2068.28122899105,2015,NA,NA,"e"
"15379","MO3722609129920150321","MO3722609129920150321","NA",0,1611.52714336642,652.164505655846,2015,NA,NA,"e"
"15380","MO3749209102020150119","MO3749209102020150119","NA",0,988.908039439586,400.198485849251,2015,NA,NA,"e"
"15381","MO3749909096020150503","MO3749909096020150503","NA",0,1673.74843594733,677.344670125511,2015,NA,NA,"e"
"15382","MO3752209211620150323","MO3752209211620150323","NA",0,628.617184605211,254.39336664751,2015,NA,NA,"e"
"15383","MO3775009125020150331","MO3775009125020150331","NA",0,938.064775907167,379.622864790654,2015,NA,NA,"e"
"15384","MO3777509095820150330","MO3777509095820150330","NA",0,1585.93725855997,641.80860526454,2015,NA,NA,"e"
"15385","MO3779809097720150323","MO3779809097720150323","NA",0,630.062613587978,254.978313343497,2015,NA,NA,"e"
"15386","MS3033508947220150220","MS3033508947220150220","201504004",1,1567.07567896133,634.175564278869,2015,21.4369,52.9717335,"e"
"15387","MS3055608897220150228","MS3055608897220150228","201503897 201503916",2,1772.11940045402,717.154146312416,2015,728.8546,1801.038939,"e"
"15388","MS3059408900620150123","MS3059408900620150123","201503897",1,1246.12771565242,504.292012087894,2015,85.7476,211.886934,"e"
"15389","MS3059708884920150219","MS3059708884920150219","201503872",1,995.271203134808,402.773577136285,2015,364.4273,900.5194695,"e"
"15390","MS3059708889820150201","MS3059708889820150201","201503872",1,1877.62371807638,759.850399633354,2015,750.2915,1854.0106725,"e"
"15391","MS3061708893620150201","MS3061708893620150201","201503872",1,1747.59727275218,707.230353619175,2015,685.9808,1695.095472,"e"
"15392","MS3066608910420150503","MS3066608910420150503","201503846",1,1022.71126275983,413.878219707266,2015,64.3107,158.9152005,"e"
"15393","MS3067908915720150201","MS3067908915720150201","201503837",1,569.267938734127,230.375482894271,2015,85.7476,211.886934,"e"
"15394","MS3067908918920150326","MS3067908918920150326","NA",0,692.560957469052,280.270596944979,2015,NA,NA,"e"
"15395","MS3074008898020150404","MS3074008898020150404","201503804",1,2578.74421696153,1043.58493394932,2015,471.6118,1165.378137,"e"
"15396","MS3074108901920150326","MS3074108901920150326","201503804",1,2406.84430015975,974.019227454844,2015,664.5439,1642.1237385,"e"
"15397","MS3075308892920150224","MS3075308892920150224","NA",0,998.87057908752,404.230198731852,2015,NA,NA,"e"
"15398","MS3081508892720150123","MS3081508892720150123","201503769",1,1645.53898943809,665.928666483716,2015,85.7476,211.886934,"e"
"15399","MS3081808890520150326","MS3081808890520150326","NA",0,1469.02554422319,594.495923812243,2015,NA,NA,"e"
"15400","MS3084508894620150201","MS3084508894620150201","201503769",1,679.721519566924,275.074639987749,2015,21.4369,52.9717335,"e"
"15401","MS3093508892020150326","MS3093508892020150326","201503706",1,3010.43139156907,1218.28323424465,2015,1093.2819,2701.5584085,"e"
"15402","MS3096008914320150326","MS3096008914320150326","NA",0,751.662307832157,304.188160544083,2015,NA,NA,"e"
"15403","MS3098008914020150503","MS3098008914020150503","201503696",1,640.420587789587,259.170053552525,2015,21.4369,52.9717335,"e"
"15404","MS3098608956120151018","MS3098608956120151018","201503705",1,936.270627565895,378.89679581262,2015,450.1749,1112.4064035,"e"
"15405","MS3099108889420150224","MS3099108889420150224","201503635",1,7065.79746662713,2859.43822346122,2015,1243.3402,3072.360543,"e"
"15406","MS3106408882820150219","MS3106408882820150219","201503636",1,1588.72949346396,642.93858715987,2015,707.4177,1748.0672055,"e"
"15407","MS3106408892020150326","MS3106408892020150326","201503635",1,2379.6325992953,963.0069987652,2015,900.3498,2224.812807,"e"
"15408","MS3108008910620150503","MS3108008910620150503","201503634",1,985.955571749845,399.003659786736,2015,192.9321,476.7456015,"e"
"15409","MS3108708911820151017","MS3108708911820151017","201503590 201503628",2,898.442541826076,363.588251406175,2015,278.6797,688.6325355,"e"
"15410","MS3111208913420150212","MS3111208913420150212","201503590 201503628",2,3104.17728961537,1256.22100495381,2015,1457.7092,3602.077878,"e"
"15411","MS3113708894320150201","MS3113708894320150201","NA",0,1145.05782324552,463.390314161453,2015,NA,NA,"e"
"15412","MS3115208911820150326","MS3115208911820150326","201503590",1,590.192896316449,238.843546664539,2015,150.0583,370.8021345,"e"
"15413","MS3116108914420150214","MS3116108914420150214","201503590",1,1126.86661745412,456.028564915673,2015,278.6797,688.6325355,"e"
"15414","MS3131309101920150505","MS3131309101920150505","NA",0,689.826161362429,279.163859799231,2015,NA,NA,"e"
"15415","MS3137108861220150330","MS3137108861220150330","NA",0,1959.58276277774,793.018180946696,2015,NA,NA,"e"
"15416","MS3144108883220150208","MS3144108883220150208","NA",0,881.138542292317,356.58554323073,2015,NA,NA,"e"
"15417","MS3144908868620150424","MS3144908868620150424","NA",0,2025.25153639038,819.593497072397,2015,NA,NA,"e"
"15418","MS3147108887020150504","MS3147108887020150504","NA",0,354.44817289312,143.440660250114,2015,NA,NA,"e"
"15419","MS3147108887020150504","MS3147108887020150504_14573","NA",0,19.7449021088041,7.99051035287678,2015,NA,NA,"e"
"15420","MS3147108887020150504","MS3147108887020150504_14574","NA",0,400.407077841447,162.039643611634,2015,NA,NA,"e"
"15421","MS3151008889520150506","MS3151008889520150506","NA",0,635.132970713446,257.030222280831,2015,NA,NA,"e"
"15422","MS3153308900620150209","MS3153308900620150209","NA",0,2050.81059884337,829.936924049906,2015,NA,NA,"e"
"15423","MS3154608902220150326","MS3154608902220150326","201503446",1,1003.18604917312,405.976614500666,2015,64.3107,158.9152005,"e"
"15424","MS3156808904420150329","MS3156808904420150329","201503446",1,1572.47690895839,636.361373252344,2015,150.0583,370.8021345,"e"
"15425","MS3158208901320150316","MS3158208901320150316","201503446",1,1812.37312701638,733.444316659474,2015,707.4177,1748.0672055,"e"
"15426","MS3235008958020150209","MS3235008958020150209","NA",0,848.864831595427,343.524783646905,2015,NA,NA,"e"
"15427","MS3323608893920150328","MS3323608893920150328","NA",0,2301.31815078681,931.314139102559,2015,NA,NA,"e"
"15428","MS3395908976520150327","MS3395908976520150327","NA",0,579.633769207402,234.570402436361,2015,NA,NA,"e"
"15429","MS3398008979120150329","MS3398008979120150329","NA",0,982.038781452337,397.418584649375,2015,NA,NA,"e"
"15430","MS3448508938820150131","MS3448508938820150131","NA",0,609.765810865192,246.764455842811,2015,NA,NA,"e"
"15431","MS3466008921020150325","MS3466008921020150325","NA",0,863.550530818124,349.467899041024,2015,NA,NA,"e"
"15432","MS3466008921020150325","MS3466008921020150325_14714","NA",0,601.221705794489,243.306765364159,2015,NA,NA,"e"
"15433","MS3466408923020150207","MS3466408923020150207","NA",0,1255.04022027905,507.898789173785,2015,NA,NA,"e"
"15434","MS3483808902620150214","MS3483808902620150214","NA",0,686.809325690301,277.942984834228,2015,NA,NA,"e"
"15435","MS3484808910620150211","MS3484808910620150211","NA",0,1274.76343632064,515.880523451519,2015,NA,NA,"e"
"15436","MT4503010612220150711","MT4503010612220150711","201500680",1,5946.15355317791,2406.33259484621,2015,2250.8745,5562.0320175,"w"
"15437","MT4537310626620150412","MT4537310626620150412","201500650 201500651",2,2616.40203446026,1058.82457296765,2015,943.2236,2330.756274,"w"
"15438","MT4551511324520150821","MT4551511324520150821","201500632",1,4671.6728310036,1890.56648220822,2015,1329.0878,3284.247477,"w"
"15439","MT4551511324520150821","MT4551511324520150821_14855","NA",0,12.5629048830005,5.08404756714702,2015,NA,NA,"w"
"15440","MT4554910673020150725","MT4554910673020150725","201500628",1,2062.46969117139,834.655210189732,2015,685.9808,1695.095472,"w"
"15441","MT4562210738620150727","MT4562210738620150727","NA",0,1265.8299603678,512.265259537065,2015,NA,NA,"w"
"15442","MT4567710640620150816","MT4567710640620150816","NA",0,967.235307075122,391.427807150562,2015,NA,NA,"w"
"15443","MT4567710640620150816","MT4567710640620150816_14908","NA",0,197.622241850583,79.975203764707,2015,NA,NA,"w"
"15444","MT4570410680020150329","MT4570410680020150329","NA",0,3522.73441389863,1425.60574114678,2015,NA,NA,"w"
"15445","MT4571110625620150322","MT4571110625620150322","NA",0,4160.71097492819,1683.78672820401,2015,NA,NA,"w"
"15446","MT4571810678120150731","MT4571810678120150731","201500601",1,3361.24535091253,1360.25317456751,2015,621.6701,1536.1802715,"w"
"15447","MT4574010677220150729","MT4574010677220150729","201500596",1,2214.22136354877,896.067178834394,2015,85.7476,211.886934,"w"
"15448","MT4574010677220150729","MT4574010677220150729_14943","NA",0,313.273447583275,126.777773442563,2015,NA,NA,"w"
"15449","MT4578110715620150712","MT4578110715620150712","201500592",1,4972.73967151772,2012.40439727001,2015,1264.7771,3125.3322765,"w"
"15450","MT4580510676720150815","MT4580510676720150815","201500590",1,1910.1501256419,773.013422420806,2015,257.2428,635.660802,"w"
"15451","MT4592411142320151011","MT4592411142320151011","201500558",1,8080.42680480775,3270.04579124702,2015,2122.2531,5244.2016165,"w"
"15452","MT4601210533720150312","MT4601210533720150312","NA",0,3474.02094740626,1405.89202181878,2015,NA,NA,"w"
"15453","MT4604710828520150328","MT4604710828520150328","NA",0,1982.19283010814,802.168187165377,2015,NA,NA,"w"
"15454","MT4605110976120150726","MT4605110976120150726","NA",0,1551.28786845957,627.786438489923,2015,NA,NA,"w"
"15455","MT4605511144220150814","MT4605511144220150814","201500528",1,8448.89204291165,3419.15897922437,2015,2701.0494,6674.438421,"w"
